7442,7442,7442,7442,7442,7442,7442,7442,7442,7360,7442,7420,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4300.0
0,7442,8200,1100,0,0,0,0,0,0,0,0,0,7442,7442,0,0,0,none,3200.0
7442,7442,7442,7442,7442,7442,7442,0,7442,7442,7442,7442,0,7442,7442,7442,0,7442,none,6700.0
0,0,7442,8200,1100,0,0,0,0,0,7442,8100,0,7442,8100,7442,7442,8100,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7330,7442,7442,7442,1200,none,3560.0
7442,7442,7360,7442,7442,7442,7420,7442,7442,7420,7442,7360,7442,8100,7350,7442,8400,1200,none,5600.0
0,0,0,0,0,7442,8200,0,0,0,0,7442,0,0,0,0,0,0,none,3550.0
7442,7330,7310,7420,7442,3500,7410,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,none,3200.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,7442,7442,0,0,0,none,3560.0
7442,7350,7360,7350,7442,7310,7350,7330,7350,7320,7442,7420,7320,7350,7350,7420,7420,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7446,7442,7442,7442,7442,7442,7442,7442,none,2100.0
7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,8200,1100,0,0,0,0,0,none,4450.0
0,0,0,0,0,0,0,0,0,0,0,0,7442,0,7442,7442,7442,7442,none,5600.0
0,0,7442,0,0,0,0,0,0,0,0,7442,0,7442,0,0,0,0,none,3200.0
7442,8100,7445,7442,7420,7430,7442,7442,7442,7442,7442,7442,0,7442,8100,7442,7442,7442,none,1800.0
7442,7442,7442,0,7442,7442,7442,7442,0,0,0,0,0,0,0,0,0,0,none,4600.0
0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4710.0
0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,none,2100.0
7442,7442,0,0,7442,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,none,4460.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,none,3600.0
0,7442,7442,7442,7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,6200.0
0,0,0,0,0,0,0,8200,7442,7442,8200,0,0,0,0,0,0,0,none,5100.0
0,0,0,0,0,0,0,0,0,0,7442,0,0,0,0,0,0,0,none,3600.0
0,7442,7442,7442,7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,6800.0
0,0,0,0,0,0,0,7442,7442,7442,7442,7442,0,7442,7442,7442,0,7442,none,3300.0
7320,7320,1200,7310,7442,7442,7442,7420,7442,7442,7442,7442,7442,7360,7350,7360,7442,7442,none,6100.0
0,0,0,7442,7442,0,7442,7442,0,7442,7442,7442,0,0,7442,7442,7442,7442,none,2300.0
7442,7442,7442,7442,7442,7442,0,7442,8200,0,7442,7442,0,7442,7442,0,0,0,none,3800.0
0,7350,7442,7442,7442,7442,7442,7442,8200,0,7442,7442,7442,7442,0,0,0,0,none,3100.0
7442,7442,7442,7350,7442,8200,8200,1100,7200,5300,3500,3600,7110,7110,7110,7110,7110,7110,none,4600.0
0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4600.0
0,0,0,8200,1100,0,0,0,0,0,0,0,0,0,8200,1100,7200,5300,none,4900.0
0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,7442,7442,0,none,3600.0
1100,8200,8400,7442,8400,8200,0,8200,8200,1100,0,7360,8400,7420,8100,7320,7320,7442,none,1200.0
7442,7442,0,7442,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,none,4410.0
7130,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,3300.0
7442,8100,1100,7200,3500,3600,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,none,3570.0
7442,7442,7442,7442,7330,7430,7442,7350,7310,7340,5500,3500,7120,7110,7110,7110,7110,7110,none,4730.0
0,0,7442,0,0,8200,0,0,0,0,7442,0,0,0,0,0,0,0,none,4420.0
0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7460,7442,7441,7442,7442,7442,7442,7442,7442,7442,none,4300.0
0,0,0,0,0,0,0,7442,0,0,0,0,0,7442,0,0,0,0,none,3560.0
7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4420.0
0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1200.0
7442,7320,7442,7442,8200,1100,0,0,0,0,0,0,0,0,0,0,0,0,none,3550.0
7442,7442,7442,7442,7320,1200,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4580.0
0,0,0,0,0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,0,0,8200,none,5600.0
0,0,0,0,0,0,7442,0,0,0,0,0,0,8200,0,8200,0,8200,none,5100.0
0,0,0,0,0,0,0,0,0,0,0,7442,0,0,0,0,0,0,none,4300.0
7442,7442,0,0,0,0,0,0,0,0,0,0,0,7442,7442,0,0,7442,none,4300.0
0,0,0,0,0,0,0,0,0,0,0,0,0,7442,8100,8200,7442,7442,none,5100.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,none,3560.0
7442,7442,7442,7442,7445,7442,7442,7442,7442,7442,7442,7442,7442,7441,7460,7446,7442,7442,none,2800.0
7442,8200,7442,8100,0,7442,7360,7330,7442,8200,7442,0,0,7442,7442,7442,7442,7442,none,5100.0
7442,7442,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,3560.0
7442,7330,7430,7420,7449,7410,7410,7410,7140,7140,7140,7140,7140,7140,7410,7140,7140,7140,none,3560.0
7442,7442,7442,7430,7443,7449,7449,7410,7350,7410,7120,7130,7110,7110,7110,7110,7110,7110,none,3300.0
7442,7320,1200,7200,3500,7449,7360,7140,7410,7140,7442,7442,7350,7410,7410,7410,7410,7140,none,3580.0
7442,7442,7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2200.0
0,0,8400,1200,5500,3500,7120,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,none,3560.0
7420,7360,7420,7442,7442,7420,8100,7442,7442,7420,7442,7320,7320,7442,7320,7350,7350,7442,none,4560.0
0,0,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,none,2100.0
7430,8400,7310,7430,8200,0,7442,7442,7442,7442,7442,7420,0,0,0,0,0,0,none,4420.0
0,7442,8200,0,0,0,0,0,0,0,0,0,0,0,0,7442,8200,1100,none,3600.0
0,0,7442,7442,7442,7442,8200,8100,7442,7442,7442,7442,8400,8200,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7330,1100,7442,none,2600.0
0,0,0,0,0,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,none,4760.0
0,0,0,0,0,7442,0,0,0,0,7442,0,0,0,0,0,0,0,none,6100.0
7442,0,7442,7442,0,0,7442,7442,7320,7442,7442,0,0,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3100.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,7442,0,0,0,0,none,3560.0
7420,7310,7320,7430,7420,7420,8100,7310,8400,7442,7442,7442,7360,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2800.0
7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,0,7442,0,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4900.0
0,0,0,7442,7442,1100,0,0,0,0,0,0,0,0,0,7442,7442,7442,none,4820.0
0,0,0,0,7442,0,0,0,7442,7442,7442,0,0,0,0,0,0,0,none,4600.0
0,0,7442,7442,0,0,7442,7442,0,0,0,0,0,0,0,7442,0,0,none,3560.0
7442,7442,7442,7441,7446,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2120.0
7442,7442,7442,7442,7442,7442,7442,7442,1100,7200,5300,3500,5500,7110,7110,7130,7110,7140,none,1100.0
0,0,7442,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4450.0
0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4710.0
0,0,0,0,0,0,0,0,0,7442,0,0,0,0,7442,7442,0,0,none,3800.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,1400.0
7110,7110,7110,7110,7110,0,0,0,0,0,0,0,8200,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3200.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,7442,0,7442,0,0,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4300.0
0,0,0,0,0,0,0,0,0,0,0,0,0,7442,8100,8200,7442,7442,none,1600.0
7442,7442,7442,0,0,7442,7442,7442,7442,0,0,7442,0,0,0,0,7442,7442,none,3200.0
0,7442,7442,7442,7442,7442,7442,0,0,0,7442,7442,7442,7442,7442,7442,7442,0,none,3560.0
8400,7442,7442,7350,7320,8100,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3800.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,8100,7442,7442,7442,none,3800.0
7442,8400,7360,7320,8400,7442,7330,7442,8100,7442,7442,7442,8100,1100,7200,0,0,7442,none,3400.0
7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7350,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4510.0
0,0,0,0,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2100.0
8200,7410,0,7442,7442,7420,0,7442,7442,7430,7200,0,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4520.0
0,0,0,0,0,8200,1100,7200,0,0,0,0,0,0,0,0,0,0,none,6700.0
8100,7442,7442,0,7442,0,7442,7442,0,7441,1100,7446,7442,7442,8200,0,7442,7442,none,1300.0
7442,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,0,0,0,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4830.0
0,0,0,0,0,0,7442,7442,7442,7442,0,0,0,0,0,7442,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3700.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,0,0,8200,none,4850.0
0,0,0,0,0,0,0,0,7442,0,7442,0,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2100.0
7442,7420,7442,7442,7442,7446,7442,7442,7442,7442,7442,7442,7442,0,0,0,0,0,none,3300.0
7442,7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7446,7442,7442,7442,7442,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4600.0
0,0,0,8200,0,0,0,0,0,0,7442,0,0,0,0,0,0,0,none,4110.0
1200,0,0,0,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7442,7442,none,5500.0
0,0,0,0,0,0,0,0,0,7442,7442,0,7442,7442,0,7442,7442,7442,none,6300.0
0,0,0,0,7442,7442,7442,0,0,0,7442,7442,7442,8200,1100,7442,0,0,none,6509.0
0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3300.0
7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7460,7448,7460,7442,7441,7446,8100,8100,1200,8100,1200,7200,none,6400.0
0,0,0,0,0,0,0,0,7442,7442,7442,7442,0,0,7442,7442,7442,7442,none,4429.0
8200,0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,none,6200.0
0,0,0,7442,7442,7442,7442,7442,7442,0,7442,0,0,0,8200,1100,0,0,none,3800.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3700.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4710.0
0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,none,3700.0
7420,7442,7442,7420,8400,1100,7442,7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,7442,none,3800.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4900.0
0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,7442,7442,0,none,2300.0
8100,7420,7442,7442,8200,7442,0,7442,7330,7360,7310,0,7442,7350,7442,7442,7442,7442,none,1300.0
7442,7442,7442,7442,8200,7200,5300,3500,3600,7110,0,0,0,0,0,0,0,0,none,2120.0
7442,7442,7442,7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,8100,7330,7442,none,4170.0
0,0,8200,0,0,0,0,0,0,0,7442,7442,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3300.0
7442,7350,1200,7443,7410,7410,7410,7140,7140,7140,7140,7140,7140,7110,7110,7410,7320,7420,none,5400.0
0,0,0,0,0,0,0,0,0,0,0,0,7442,7442,0,0,0,0,none,5400.0
0,0,0,0,0,0,0,0,0,0,0,0,7442,7442,0,0,0,0,none,4900.0
8200,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1100.0
0,0,7442,7442,7442,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7442,none,3560.0
7430,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,none,5400.0
0,0,0,0,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7442,7442,none,1200.0
7442,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4880.0
1100,0,0,0,0,0,0,7442,7442,0,0,0,0,0,0,0,0,0,none,4600.0
0,0,0,7442,0,0,0,0,0,7442,1100,0,0,7442,7442,0,0,7442,none,5400.0
7442,7442,0,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,0,0,0,none,3560.0
7330,7360,7360,7442,7442,7360,7442,7350,7420,7350,7330,7350,7442,7320,7360,7330,7320,7420,none,3560.0
7442,7442,7442,7442,7442,8100,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,6509.0
0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,0,7442,7442,none,5400.0
0,0,0,0,0,0,0,0,0,0,0,7442,0,7442,0,7442,0,0,none,3100.0
7320,7310,7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,7442,7442,7442,0,7442,none,4200.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,none,3700.0
8200,8200,7330,7442,8200,7442,7442,8100,7442,8100,8200,7442,7442,7442,7330,7442,0,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7420,7420,7420,7442,7442,7445,7442,7442,7442,7442,7420,7310,7430,7340,8100,3500,7410,7140,none,1800.0
7442,0,0,0,7442,7442,0,7442,0,0,0,0,0,0,0,0,0,0,none,6100.0
0,4000,1100,7442,8200,0,7442,7442,8200,1100,7200,7442,7442,7442,1100,0,0,0,none,6800.0
0,0,0,0,0,0,0,7442,7442,7442,0,7442,7442,7442,7442,0,0,0,none,6700.0
8200,8200,8200,8200,1100,0,7442,0,0,8200,7442,8100,7442,8100,7442,7442,7360,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,5400.0
0,0,0,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7420,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2200.0
0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,0,7442,7442,0,none,3400.0
7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7350,none,4200.0
0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,3200.0
0,7442,7442,7442,7442,0,7442,7442,7442,7442,7442,0,0,7442,8200,0,0,0,none,5600.0
0,0,0,7442,7330,0,7442,0,0,0,0,0,0,0,0,0,0,0,none,2110.0
7442,7442,7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,6400.0
0,0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,1800.0
7442,7442,0,0,0,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,1100.0
0,0,7442,7442,7442,8200,0,0,0,0,0,0,0,0,0,0,0,0,none,1600.0
8200,8200,8400,7360,8200,0,7320,7442,0,0,0,0,0,0,0,0,0,0,none,4300.0
0,8200,1100,7200,0,0,0,0,0,0,0,0,0,7442,7442,0,0,0,none,4540.0
0,0,0,0,0,7442,8200,0,0,0,0,0,0,0,0,0,0,0,none,2700.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,7442,0,0,0,0,0,none,6800.0
0,0,0,0,0,0,7442,7442,8200,7442,7442,7442,7442,0,0,0,0,7442,none,3400.0
7442,7442,7442,7442,7442,7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,6100.0
0,0,0,0,8200,1100,7200,5300,3500,3600,7110,7110,7110,0,0,0,0,0,none,2110.0
7442,7442,7442,7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,2110.0
0,7350,7442,7442,7442,7442,7442,7442,8200,0,7442,7442,7442,7442,0,0,0,0,none,4450.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,none,2100.0
0,0,0,0,7442,7442,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,none,2120.0
8100,7460,1100,8200,8400,1200,7200,5600,3600,7120,7140,3600,7130,7110,7110,7110,7110,7110,none,3560.0
7442,7442,7442,7442,7442,7442,7442,7330,7420,7330,7360,7330,7420,7350,7360,8100,7442,7360,none,4160.0
0,0,0,0,0,0,0,0,0,0,0,7442,0,0,0,0,0,0,none,3560.0
7442,7442,7442,7442,7442,8400,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,4900.0
0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,7442,7442,0,none,4600.0
0,0,0,8200,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,none,4410.0
7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,6100.0
0,0,7442,7442,7442,7442,0,0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,none,4900.0
0,0,0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,none,4540.0
0,0,0,0,0,7442,8200,0,0,0,0,0,0,0,0,0,0,0,none,3300.0
7442,7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,0,0,none,2110.0
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,8100,0,7442,7442,7442,7442,0,none,3400.0
7442,7442,7442,7442,7442,7442,1100,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7350,none,4510.0
0,0,0,0,0,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,none,2120.0
7460,7447,7442,0,7442,7442,7442,7442,7442,7442,7442,0,7442,7442,0,0,7442,7442,none,4410.0
5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,4850.0
0,0,0,0,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,none,4900.0
0,0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,none,3300.0
7320,7320,1200,7310,7442,7442,7442,7420,7442,7442,7442,7442,7442,7360,7350,7360,7442,7442,none,3560.0
7442,7442,7442,7442,7442,7442,8100,7442,7442,7442,7442,7442,7442,8400,0,7442,7442,8400,none,6700.0
7442,7442,7442,0,0,0,0,0,7442,0,7442,8100,0,0,0,7442,7442,0,none,4410.0
7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,6800.0
0,0,0,0,0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,none,3560.0
